idiom_token,label,num_of_examples,total,idiomaticity_ratio,degree_of_idiomaticity,ccnews_rarity,morphology_type
IDpicksomeonesbrainsID,idiom,12,12,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpicksomeonesbrainsID,literal,0,12,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDputafootwrongID,idiom,34,34,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDputafootwrongID,literal,0,34,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDreachforthestarsID,idiom,8,8,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDreachforthestarsID,literal,0,8,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrunthegauntletID,idiom,33,33,1.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDrunthegauntletID,literal,0,33,0.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDthickandfastID,idiom,41,41,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDthickandfastID,literal,0,41,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDcockofthewalkID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcockofthewalkID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDoffthecuffID,idiom,31,31,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDoffthecuffID,literal,0,31,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDhavethelastlaughID,idiom,26,26,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhavethelastlaughID,literal,0,26,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbeardthelioninhisdenID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbeardthelioninhisdenID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcockasnookID,idiom,12,12,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcockasnookID,literal,0,12,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdeadinthewaterID,idiom,9,10,0.9,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDdeadinthewaterID,literal,1,10,0.1,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDputdownrootsID,idiom,21,23,0.9130434782608695,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDputdownrootsID,literal,2,23,0.08695652173913043,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbreaktheiceID,idiom,24,30,0.8,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDbreaktheiceID,literal,6,30,0.2,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDgostraightID,idiom,0,145,0.0,highly_literal,ccnews_frequent,moderate_morphology
IDgostraightID,literal,145,145,1.0,highly_literal,ccnews_frequent,moderate_morphology
IDcryuncleID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcryuncleID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtheplotthickensID,idiom,4,4,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtheplotthickensID,literal,0,4,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgetyourskatesonID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgetyourskatesonID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgivesomethingamissID,idiom,36,37,0.972972972972973,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgivesomethingamissID,literal,1,37,0.02702702702702703,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtheworldandhiswifeID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtheworldandhiswifeID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDputyourcardsonthetableID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDputyourcardsonthetableID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDwatchyourbackID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwatchyourbackID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDletsomeonedowngentlyID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDletsomeonedowngentlyID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDunknownquantityID,idiom,34,35,0.9714285714285714,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDunknownquantityID,literal,1,35,0.02857142857142857,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDwhatsthedamageID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDwhatsthedamageID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDkeenasmustardID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDkeenasmustardID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDliketheclappersID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDliketheclappersID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDthickasthievesID,idiom,9,9,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDthickasthievesID,literal,0,9,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDrideshotgunID,idiom,8,8,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrideshotgunID,literal,0,8,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDintherunningID,idiom,42,106,0.39622641509433965,ambiguous,ccnews_frequent,moderate_morphology
IDintherunningID,literal,64,106,0.6037735849056604,ambiguous,ccnews_frequent,moderate_morphology
IDonthemakeID,idiom,22,32,0.6875,ambiguous,ccnews_very_rare,moderate_morphology
IDonthemakeID,literal,10,32,0.3125,ambiguous,ccnews_very_rare,moderate_morphology
IDcirclethewagonsID,idiom,0,1,0.0,highly_literal,ccnews_very_rare,no_morphology
IDcirclethewagonsID,literal,1,1,1.0,highly_literal,ccnews_very_rare,no_morphology
IDrubsomeoneupthewrongwayID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrubsomeoneupthewrongwayID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetthebetterofID,idiom,124,126,0.9841269841269841,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgetthebetterofID,literal,2,126,0.015873015873015872,highly_idiomatic,ccnews_frequent,moderate_morphology
IDbythebackdoorID,idiom,20,46,0.43478260869565216,ambiguous,ccnews_moderately_rare,moderate_morphology
IDbythebackdoorID,literal,26,46,0.5652173913043478,ambiguous,ccnews_moderately_rare,moderate_morphology
IDholdtheringID,idiom,6,14,0.42857142857142855,ambiguous,ccnews_very_rare,moderate_morphology
IDholdtheringID,literal,8,14,0.5714285714285714,ambiguous,ccnews_very_rare,moderate_morphology
IDslipofthepenID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDslipofthepenID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbythebookID,idiom,31,99,0.31313131313131315,ambiguous,ccnews_frequent,high_morphology
IDbythebookID,literal,68,99,0.6868686868686869,ambiguous,ccnews_frequent,high_morphology
IDsmokeandmirrorsID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDsmokeandmirrorsID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDragstorichesID,idiom,14,14,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDragstorichesID,literal,0,14,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDkickassID,idiom,6,6,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkickassID,literal,0,6,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmanandboyID,idiom,4,46,0.08695652173913043,highly_literal,ccnews_moderately_rare,high_morphology
IDmanandboyID,literal,42,46,0.9130434782608695,highly_literal,ccnews_moderately_rare,high_morphology
IDstartoffonthewrongfootID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDstartoffonthewrongfootID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDsittingduckID,idiom,8,8,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsittingduckID,literal,0,8,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhitthejackpotID,idiom,26,26,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhitthejackpotID,literal,0,26,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgetoffthegroundID,idiom,68,70,0.9714285714285714,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgetoffthegroundID,literal,2,70,0.02857142857142857,highly_idiomatic,ccnews_frequent,moderate_morphology
IDkeepupappearancesID,idiom,26,26,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkeepupappearancesID,literal,0,26,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrunsomeoneraggedID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrunsomeoneraggedID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbitethebigoneID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbitethebigoneID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDuseasledgehammertocrackanutID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDuseasledgehammertocrackanutID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcomeoutofyourshellID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcomeoutofyourshellID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDmoneytalksID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDmoneytalksID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDupagainstitID,idiom,26,29,0.896551724137931,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDupagainstitID,literal,3,29,0.10344827586206896,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDwipetheslatecleanID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwipetheslatecleanID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsmallbeerID,idiom,16,24,0.6666666666666666,ambiguous,ccnews_moderately_rare,no_morphology
IDsmallbeerID,literal,8,24,0.3333333333333333,ambiguous,ccnews_moderately_rare,no_morphology
IDstickoutlikeasorethumbID,idiom,14,14,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDstickoutlikeasorethumbID,literal,0,14,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDintothinairID,idiom,25,26,0.9615384615384616,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDintothinairID,literal,1,26,0.038461538461538464,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpushsomeonesbuttonsID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpushsomeonesbuttonsID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDwarmthecocklesofsomeonesheartID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDwarmthecocklesofsomeonesheartID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDinthefleshID,idiom,73,103,0.7087378640776699,ambiguous,ccnews_frequent,high_morphology
IDinthefleshID,literal,30,103,0.2912621359223301,ambiguous,ccnews_frequent,high_morphology
IDbacktothedrawingboardID,idiom,38,38,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDbacktothedrawingboardID,literal,0,38,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDflyinthefaceofID,idiom,58,58,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDflyinthefaceofID,literal,0,58,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDaliveandkickingID,idiom,17,17,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDaliveandkickingID,literal,0,17,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbreaknewgroundID,idiom,100,100,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbreaknewgroundID,literal,0,100,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlicencetoprintmoneyID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDlicencetoprintmoneyID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcosttheearthID,idiom,31,31,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcosttheearthID,literal,0,31,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtakeahikeID,idiom,4,6,0.6666666666666666,ambiguous,ccnews_moderately_rare,moderate_morphology
IDtakeahikeID,literal,2,6,0.3333333333333333,ambiguous,ccnews_moderately_rare,moderate_morphology
IDsnugasabuginarugID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsnugasabuginarugID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplaygamesID,idiom,23,151,0.152317880794702,highly_literal,ccnews_frequent,high_morphology
IDplaygamesID,literal,128,151,0.847682119205298,highly_literal,ccnews_frequent,high_morphology
IDallwetID,idiom,1,24,0.041666666666666664,highly_literal,ccnews_moderately_rare,no_morphology
IDallwetID,literal,23,24,0.9583333333333334,highly_literal,ccnews_moderately_rare,no_morphology
IDbeggarscantbechoosersID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbeggarscantbechoosersID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDinthebuffID,idiom,3,4,0.75,ambiguous,ccnews_frequent,moderate_morphology
IDinthebuffID,literal,1,4,0.25,ambiguous,ccnews_frequent,moderate_morphology
IDatloggerheadsID,idiom,41,42,0.9761904761904762,highly_idiomatic,ccnews_frequent,no_morphology
IDatloggerheadsID,literal,1,42,0.023809523809523808,highly_idiomatic,ccnews_frequent,no_morphology
IDblazeatrailID,idiom,22,22,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDblazeatrailID,literal,0,22,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcollectdustID,idiom,8,11,0.7272727272727273,ambiguous,ccnews_moderately_rare,moderate_morphology
IDcollectdustID,literal,3,11,0.2727272727272727,ambiguous,ccnews_moderately_rare,moderate_morphology
IDoutofkilterID,idiom,14,14,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDoutofkilterID,literal,0,14,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDallinadaysworkID,idiom,16,16,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDallinadaysworkID,literal,0,16,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDkeepyouroptionsopenID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepyouroptionsopenID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDnosmokewithoutfireID,idiom,12,13,0.9230769230769231,highly_idiomatic,ccnews_very_rare,no_morphology
IDnosmokewithoutfireID,literal,1,13,0.07692307692307693,highly_idiomatic,ccnews_very_rare,no_morphology
IDallalongID,idiom,97,133,0.7293233082706767,ambiguous,ccnews_frequent,no_morphology
IDallalongID,literal,36,133,0.2706766917293233,ambiguous,ccnews_frequent,no_morphology
IDforasongID,idiom,22,66,0.3333333333333333,ambiguous,ccnews_frequent,high_morphology
IDforasongID,literal,44,66,0.6666666666666666,ambiguous,ccnews_frequent,high_morphology
IDfightshyofID,idiom,15,15,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfightshyofID,literal,0,15,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDopenthefloodgatesID,idiom,27,27,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDopenthefloodgatesID,literal,0,27,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrunthegamutID,idiom,14,14,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrunthegamutID,literal,0,14,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwhenthechipsaredownID,idiom,22,22,1.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDwhenthechipsaredownID,literal,0,22,0.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDletyourhairdownID,idiom,4,4,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDletyourhairdownID,literal,0,4,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrarebirdID,idiom,13,61,0.21311475409836064,ambiguous,ccnews_very_rare,high_morphology
IDrarebirdID,literal,48,61,0.7868852459016393,ambiguous,ccnews_very_rare,high_morphology
IDchickenscomehometoroostID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDchickenscomehometoroostID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbehindbarsID,idiom,72,154,0.4675324675324675,ambiguous,ccnews_frequent,high_morphology
IDbehindbarsID,literal,82,154,0.5324675324675324,ambiguous,ccnews_frequent,high_morphology
IDknocksomeonessocksoffID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDknocksomeonessocksoffID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDunderthegunID,idiom,2,4,0.5,ambiguous,ccnews_moderately_rare,moderate_morphology
IDunderthegunID,literal,2,4,0.5,ambiguous,ccnews_moderately_rare,moderate_morphology
IDlightattheendofthetunnelID,idiom,25,25,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlightattheendofthetunnelID,literal,0,25,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDmarksomeonescardID,idiom,0,4,0.0,highly_literal,ccnews_very_rare,moderate_morphology
IDmarksomeonescardID,literal,4,4,1.0,highly_literal,ccnews_very_rare,moderate_morphology
IDyouscratchmybackandillscratchyoursID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDyouscratchmybackandillscratchyoursID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbitesomeonesheadoffID,idiom,12,13,0.9230769230769231,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbitesomeonesheadoffID,literal,1,13,0.07692307692307693,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplaygooseberryID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplaygooseberryID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDshowtheflagID,idiom,3,7,0.42857142857142855,ambiguous,ccnews_moderately_rare,moderate_morphology
IDshowtheflagID,literal,4,7,0.5714285714285714,ambiguous,ccnews_moderately_rare,moderate_morphology
IDshrinkingvioletID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDshrinkingvioletID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDdomeafavourID,idiom,34,41,0.8292682926829268,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDdomeafavourID,literal,7,41,0.17073170731707318,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDatalooseendID,idiom,32,32,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDatalooseendID,literal,0,32,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDonthiniceID,idiom,9,10,0.9,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDonthiniceID,literal,1,10,0.1,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoutoftheblueID,idiom,149,149,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoutoftheblueID,literal,0,149,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhittheheadlinesID,idiom,54,54,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDhittheheadlinesID,literal,0,54,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDpartcompanyID,idiom,37,39,0.9487179487179487,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpartcompanyID,literal,2,39,0.05128205128205128,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDyoucouldhaveknockedmedownwithafeatherID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDyoucouldhaveknockedmedownwithafeatherID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgetonsomeoneswickID,idiom,13,13,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetonsomeoneswickID,literal,0,13,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrocktheboatID,idiom,56,59,0.9491525423728814,highly_idiomatic,ccnews_frequent,high_morphology
IDrocktheboatID,literal,3,59,0.05084745762711865,highly_idiomatic,ccnews_frequent,high_morphology
IDwithknobsonID,idiom,7,9,0.7777777777777778,ambiguous,ccnews_very_rare,moderate_morphology
IDwithknobsonID,literal,2,9,0.2222222222222222,ambiguous,ccnews_very_rare,moderate_morphology
IDstickyourneckoutID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDstickyourneckoutID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhandsdownID,idiom,29,63,0.4603174603174603,ambiguous,ccnews_frequent,moderate_morphology
IDhandsdownID,literal,34,63,0.5396825396825397,ambiguous,ccnews_frequent,moderate_morphology
IDgetthenodID,idiom,20,20,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgetthenodID,literal,0,20,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDoutofthisworldID,idiom,40,43,0.9302325581395349,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoutofthisworldID,literal,3,43,0.06976744186046512,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDstrainattheleashID,idiom,8,9,0.8888888888888888,highly_idiomatic,ccnews_very_rare,no_morphology
IDstrainattheleashID,literal,1,9,0.1111111111111111,highly_idiomatic,ccnews_very_rare,no_morphology
IDdowntheroadID,idiom,22,131,0.16793893129770993,highly_literal,ccnews_frequent,high_morphology
IDdowntheroadID,literal,109,131,0.8320610687022901,highly_literal,ccnews_frequent,high_morphology
IDpushthepanicbuttonID,idiom,1,2,0.5,ambiguous,ccnews_very_rare,moderate_morphology
IDpushthepanicbuttonID,literal,1,2,0.5,ambiguous,ccnews_very_rare,moderate_morphology
IDkeepyourheadabovewaterID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepyourheadabovewaterID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDonthecarpetID,idiom,5,152,0.03289473684210526,highly_literal,ccnews_moderately_rare,high_morphology
IDonthecarpetID,literal,147,152,0.9671052631578947,highly_literal,ccnews_moderately_rare,high_morphology
IDtakesomeonetotaskID,idiom,63,63,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtakesomeonetotaskID,literal,0,63,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrubsomeonethewrongwayID,idiom,10,10,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrubsomeonethewrongwayID,literal,0,10,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetsomeonesgoatID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetsomeonesgoatID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcoalstonewcastleID,idiom,5,6,0.8333333333333334,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcoalstonewcastleID,literal,1,6,0.16666666666666666,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDonyoursoapboxID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDonyoursoapboxID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfillsomeonesshoesID,idiom,10,11,0.9090909090909091,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfillsomeonesshoesID,literal,1,11,0.09090909090909091,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDasthecrowfliesID,idiom,17,17,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDasthecrowfliesID,literal,0,17,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDinthefinalanalysisID,idiom,89,92,0.967391304347826,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDinthefinalanalysisID,literal,3,92,0.03260869565217391,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDatyourfingertipsID,idiom,18,18,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDatyourfingertipsID,literal,0,18,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDkeeptabsonID,idiom,59,59,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDkeeptabsonID,literal,0,59,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDshowsomeonethedoorID,idiom,16,17,0.9411764705882353,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDshowsomeonethedoorID,literal,1,17,0.058823529411764705,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcomedownthepikeID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcomedownthepikeID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDnotaprettysightID,idiom,15,15,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDnotaprettysightID,literal,0,15,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdowninthemouthID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdowninthemouthID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDatseaID,idiom,7,162,0.043209876543209874,highly_literal,ccnews_frequent,moderate_morphology
IDatseaID,literal,155,162,0.9567901234567902,highly_literal,ccnews_frequent,moderate_morphology
IDdownanddirtyID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdownanddirtyID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDupatreeID,idiom,2,33,0.06060606060606061,highly_literal,ccnews_moderately_rare,moderate_morphology
IDupatreeID,literal,31,33,0.9393939393939394,highly_literal,ccnews_moderately_rare,moderate_morphology
IDanyportinastormID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDanyportinastormID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDlaughlikeadrainID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlaughlikeadrainID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDputtwoandtwotogetherID,idiom,31,31,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDputtwoandtwotogetherID,literal,0,31,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDshellberightID,idiom,3,8,0.375,ambiguous,ccnews_very_rare,no_morphology
IDshellberightID,literal,5,8,0.625,ambiguous,ccnews_very_rare,no_morphology
IDdrawabeadonID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
